ts_code,end_date,c_fr_sale_sg,c_pay_acq_const_fiolta
000018.SZ,20051231,263983970.0,1741716.0
000019.SZ,20051231,92436611.54,22437499.75
000020.SZ,20051231,122799601.47,8011027.48
000021.SZ,20051231,5311983989.29,61598294.72
000023.SZ,20051231,619823069.19,12066913.43
000024.SZ,20051231,2510162463.0,84612987.0
000025.SZ,20051231,1205460460.0,6621899.64
000026.SZ,20051231,415739492.45,33649998.7
000027.SZ,20051231,8166134977.09,998176899.14
000028.SZ,20051231,1864062271.26,50622519.33
000029.SZ,20051231,940323419.49,3974429.13
000030.SZ,20051231,99183084.38,134656.18
000030.SZ,20051231,99183084.38,134656.18
000031.SZ,20051231,354823951.58,138975304.51
000032.SZ,20051231,1577329584.59,16877522.76
000033.SZ,20051231,78790608.25,7072060.21
000034.SZ,20051231,378627283.69,2161999.0
000035.SZ,20051231,21252889.74,
000036.SZ,20051231,2233201175.63,688084856.55
000037.SZ,20051231,3651857337.72,662342217.35
000038.SZ,20051231,14855194.51,80150.0
000039.SZ,20051231,33269880292.31,1272703900.1
000040.SZ,20051231,630633938.06,19580169.22
000042.SZ,20051231,2058983178.76,49328510.99
000045.SZ,20051231,403608322.21,38695701.04
000046.SZ,20051231,590011308.74,700952.06
000047.SZ,20051231,,
000048.SZ,20051231,842574542.94,19693884.91
000049.SZ,20051231,706334418.76,30001226.27
000050.SZ,20051231,1182233209.42,9627175.66
000055.SZ,20051231,625306822.02,31850289.07
000056.SZ,20051231,219862928.85,6338304.15
000058.SZ,20051231,1949973454.41,110919696.43
000059.SZ,20051231,2050050832.98,1005761323.81
000060.SZ,20051231,4871358294.82,208806193.32
000061.SZ,20051231,2784347574.86,236340822.24
000062.SZ,20051231,2930386383.14,40180443.38
000063.SZ,20051231,21315221000.0,921463000.0
000065.SZ,20051231,1208289302.2,10222141.09
000066.SZ,20051231,2827185607.75,120340178.86
000068.SZ,20051231,2652083516.96,309330983.83
000069.SZ,20051231,1367665251.42,923267610.65
000070.SZ,20051231,524270596.71,7590091.14
000078.SZ,20051231,3168826934.98,189436062.62
000088.SZ,20051231,671816811.97,101813113.91
000089.SZ,20051231,1036028722.78,127486446.43
000090.SZ,20051231,2239873153.84,494380014.9
000096.SZ,20051231,2384650110.48,7089121.58
000099.SZ,20051231,471032350.37,291514046.95
000100.SZ,20051231,57384968131.0,1677080979.0
000150.SZ,20051231,325855755.15,5912545.47
000151.SZ,20051231,1456837528.88,67570867.33
000153.SZ,20051231,494968880.18,35676075.65
000155.SZ,20051231,1819045399.52,352010321.65
000156.SZ,20051231,465628227.52,3480048.48
000157.SZ,20051231,3743415647.66,243098514.22
000158.SZ,20051231,2559594638.09,155493934.31
000159.SZ,20051231,518841855.51,52877164.56
000301.SZ,20051231,3194942385.82,412522182.74
000338.SZ,20051231,6423337646.13,679749271.66
000400.SZ,20051231,1775888112.01,119342471.58
000401.SZ,20051231,2329789336.49,530986245.04
000402.SZ,20051231,2833925182.57,568070792.57
000403.SZ,20051231,789791640.4,6952444.18
000404.SZ,20051231,1379963739.5,47789627.55
000405.SZ,20051231,,
000406.SZ,20051231,2007435583.34,249649557.87
000407.SZ,20051231,1280072243.18,141431610.08
000408.SZ,20051231,158732389.62,2405061.81
000409.SZ,20051231,46496308.57,277084.93
000410.SZ,20051231,4365096668.64,178943750.71
000411.SZ,20051231,2820327127.94,16698772.04
000413.SZ,20051231,302726851.0,3441580.0
000415.SZ,20051231,316155982.57,43090574.16
000416.SZ,20051231,1109479781.57,13737764.87
000417.SZ,20051231,3178680388.63,139445289.55
000418.SZ,20051231,5709985647.73,36586419.87
000419.SZ,20051231,1113988253.33,107391984.03
000420.SZ,20051231,1313052666.5,74560199.03
000421.SZ,20051231,1085350746.7,179057463.9
000422.SZ,20051231,2466233145.63,918638852.16
000423.SZ,20051231,927089180.81,45594513.55
000425.SZ,20051231,3340680762.49,74027192.91
000426.SZ,20051231,442668902.56,262337986.52
000428.SZ,20051231,454516338.13,52784886.82
000429.SZ,20051231,1017435354.98,51785418.23
000430.SZ,20051231,143005413.09,16740725.33
000488.SZ,20051231,10868502041.82,2433985236.21
000498.SZ,20051231,466583860.2,4992118.27
000501.SZ,20051231,5193141603.4,77866057.08
000502.SZ,20051231,237214489.25,752073.0
000503.SZ,20051231,287987669.63,29124448.55
000504.SZ,20051231,217258487.63,1632738.0
000505.SZ,20051231,166546853.11,44073547.6
000506.SZ,20051231,37008991.34,4202907.18
000507.SZ,20051231,195497269.7,2900506.59
000509.SZ,20051231,305457871.37,9368967.44
000510.SZ,20051231,2557428917.38,254566432.22
000511.SZ,20051231,671966662.43,125268.0
000513.SZ,20051231,1516568289.91,256717282.59
000514.SZ,20051231,152762941.36,993683.41
000515.SZ,20051231,276744935.62,11598095.5
000516.SZ,20051231,1865267918.68,32936937.76
000517.SZ,20051231,298991262.0,28180456.64
000518.SZ,20051231,248768424.64,117237208.57
000519.SZ,20051231,92150614.56,6982508.32
000520.SZ,20051231,2081572599.21,62083251.64
000521.SZ,20051231,2515766405.71,24971419.1
000522.SZ,20051231,2975886496.8,101497065.64
000523.SZ,20051231,935492775.12,8988705.42
000524.SZ,20051231,299129083.91,61157205.81
000525.SZ,20051231,2285862475.59,140141701.27
000526.SZ,20051231,13885277.31,7048259.36
000527.SZ,20051231,23827811279.94,1499413831.08
000528.SZ,20051231,3360386094.25,46846374.95
000529.SZ,20051231,306021403.31,78633.18
000530.SZ,20051231,1202842296.83,27972361.61
000531.SZ,20051231,1863204851.44,534132925.02
000532.SZ,20051231,165951248.41,31305953.91
000533.SZ,20051231,1766357621.63,55174652.32
000534.SZ,20051231,255921506.03,2817562.21
000536.SZ,20051231,101436682.62,414410.78
000537.SZ,20051231,816164861.8,1114581.67
000538.SZ,20051231,2961318422.84,24254175.51
000539.SZ,20051231,8726846321.42,2443645058.16
000540.SZ,20051231,341884526.15,1079449.33
000541.SZ,20051231,1277457504.79,159032885.12
000543.SZ,20051231,2747802502.66,52013380.34
000544.SZ,20051231,613773341.1,8166388.48
000545.SZ,20051231,138169651.27,2376535.3
000546.SZ,20051231,21337659.81,634134.0
000547.SZ,20051231,439482396.04,61026630.88
000548.SZ,20051231,198162809.16,59512506.94
000549.SZ,20051231,5496183579.53,815309648.85
000550.SZ,20051231,7606873538.0,223061879.0
000551.SZ,20051231,1605081376.14,117159832.15
000552.SZ,20051231,120242167.69,1433800.14
000553.SZ,20051231,1274145646.9,97696930.25
000554.SZ,20051231,2206938228.17,55712366.05
000555.SZ,20051231,10485056.33,
000556.SZ,20051231,,
000557.SZ,20051231,38653756.48,8086776.45
000558.SZ,20051231,325337072.25,1030972.0
000559.SZ,20051231,3675544221.18,374324554.32
000560.SZ,20051231,927922312.86,27874524.07
000561.SZ,20051231,184596523.18,1282777.05
000562.SZ,20051231,,4502991.06
000563.SZ,20051231,63669686.47,1164690.0
000564.SZ,20051231,953947668.35,152057256.29
000565.SZ,20051231,193551781.44,11319032.45
000566.SZ,20051231,217539414.06,3510248.5
000567.SZ,20051231,81022136.65,1363220.45
000568.SZ,20051231,1965209396.56,70464629.65
000569.SZ,20051231,3499567136.83,33047679.8
000570.SZ,20051231,2064993038.83,14809372.66
000571.SZ,20051231,2532010773.79,111883871.77
000572.SZ,20051231,4589759882.47,701900.4
000573.SZ,20051231,508217850.64,3049129.22
000576.SZ,20051231,939129812.65,8404545.75
000578.SZ,20051231,1223090395.77,28287137.87
000581.SZ,20051231,3299936268.96,188269080.63
000582.SZ,20051231,101832870.26,50757428.47
000583.SZ,20051231,53892439.79,5016649.64
000584.SZ,20051231,323031224.36,21147689.19
000585.SZ,20051231,686777367.89,27056189.5
000586.SZ,20051231,798747608.95,4238861.99
000587.SZ,20051231,158164387.56,13009292.44
000588.SZ,20051231,,
000589.SZ,20051231,3630457591.33,203319436.91
000590.SZ,20051231,306653845.19,15473721.73
000591.SZ,20051231,2982938207.66,43819498.38
000592.SZ,20051231,24906087.56,
000593.SZ,20051231,217754143.31,17211279.95
000594.SZ,20051231,456722830.1,51282220.82
000595.SZ,20051231,386835790.74,8325768.89
000596.SZ,20051231,766166211.89,83260735.91
000597.SZ,20051231,2370383082.75,103655392.67
000598.SZ,20051231,795626043.81,36961114.66
000599.SZ,20051231,3735134634.72,231921140.07
000600.SZ,20051231,2215461088.38,38626407.03
000601.SZ,20051231,1556819758.62,1011510508.91
000602.SZ,20051231,264989070.49,6017423.9
000603.SZ,20051231,71925096.36,
000605.SZ,20051231,67341421.1,53283136.75
000606.SZ,20051231,182896007.63,13777107.56
000607.SZ,20051231,3096394995.24,235369550.06
000608.SZ,20051231,1099274000.0,3362000.0
000609.SZ,20051231,304303048.5,6593447.24
000610.SZ,20051231,275054004.12,65272511.72
000611.SZ,20051231,286942102.82,2773032.63
000612.SZ,20051231,3596361887.1,138195313.32
000613.SZ,20051231,14355350.61,209561.5
000615.SZ,20051231,1083701220.7,15099478.49
000616.SZ,20051231,1309595693.91,21814267.72
000617.SZ,20051231,774099619.43,204317997.85
000619.SZ,20051231,4108577862.36,54626378.7
000620.SZ,20051231,148767569.64,1053614.49
000621.SZ,20051231,869628.0,85000.0
000622.SZ,20051231,125736720.68,1160661.85
000623.SZ,20051231,766443841.69,55684307.6
000625.SZ,20051231,18822906164.0,1758515651.0
000626.SZ,20051231,11095775137.51,21690396.6
000627.SZ,20051231,589984069.5,24511760.79
000628.SZ,20051231,673218643.06,30883415.98
000629.SZ,20051231,20329520267.94,2528005778.64
000630.SZ,20051231,11858922467.39,1224651531.26
000631.SZ,20051231,195662516.64,9923398.76
000632.SZ,20051231,2542682355.04,8620353.83
000633.SZ,20051231,201159042.93,3454104.42
000635.SZ,20051231,508493531.12,646789245.74
000636.SZ,20051231,1621986158.35,142526262.47
000637.SZ,20051231,2494735013.44,371436203.06
000638.SZ,20051231,144570121.36,214858.12
000639.SZ,20051231,184351157.57,4496694.76
000650.SZ,20051231,432558012.93,5925606.41
000651.SZ,20051231,12281902335.58,665537565.81
000652.SZ,20051231,649606603.8,75404073.85
000653.SZ,20051231,,
000655.SZ,20051231,113436263.19,4805773.41
000656.SZ,20051231,22847175.64,8625883.82
000657.SZ,20051231,1090287952.48,11112287.03
000658.SZ,20051231,526879.72,
000659.SZ,20051231,2422994365.56,398377969.0
000660.SZ,20051231,65499530.85,214579.45
000661.SZ,20051231,505586956.97,17798689.31
000662.SZ,20051231,452098205.32,168843540.52
000663.SZ,20051231,417422311.7,83072473.25
000665.SZ,20051231,276010055.96,5030776.88
000666.SZ,20051231,6237097728.0,204202317.0
000667.SZ,20051231,579818130.34,1128932.0
000668.SZ,20051231,3168124621.28,23498805.28
000669.SZ,20051231,48955592.24,1124993.0
000670.SZ,20051231,778793983.14,1204297.71
000671.SZ,20051231,276360945.59,696780.5
000672.SZ,20051231,17961816.29,
000673.SZ,20051231,162437376.43,2213738.27
000675.SZ,20051231,,
000676.SZ,20051231,848157819.99,73459034.79
000677.SZ,20051231,2411415697.25,483748087.75
000678.SZ,20051231,172902595.93,75311643.14
000679.SZ,20051231,1577690375.51,46343495.74
000680.SZ,20051231,2293358939.15,122836771.54
000681.SZ,20051231,176106643.45,3403146.36
000682.SZ,20051231,687482076.86,22910719.82
000683.SZ,20051231,768092557.85,92632388.07
000685.SZ,20051231,65147337.44,5735820.27
000686.SZ,20051231,230089071.08,26622572.5
000687.SZ,20051231,518168513.05,86980705.55
000688.SZ,20051231,784655963.57,1936406.25
000689.SZ,20051231,,
000690.SZ,20051231,555331840.74,325740996.53
000691.SZ,20051231,216461320.54,11831858.27
000692.SZ,20051231,775683284.97,242789329.2
000693.SZ,20051231,145673246.12,1229093.33
000695.SZ,20051231,262554840.34,140109218.02
000697.SZ,20051231,964306484.84,12194813.28
000698.SZ,20051231,3577642713.96,417155021.68
000699.SZ,20051231,161538314.18,52702.0
000700.SZ,20051231,753961527.15,126093373.9
000701.SZ,20051231,3094666621.82,45791345.47
000702.SZ,20051231,2063456024.49,101734145.99
000703.SZ,20051231,178006462.69,19791128.44
000705.SZ,20051231,877111055.49,13018302.51
000707.SZ,20051231,1554326893.51,250117305.67
000708.SZ,20051231,5571818100.0,85079604.0
000709.SZ,20051231,32951314794.95,3890348605.4
000710.SZ,20051231,131365331.12,662240.0
000711.SZ,20051231,18247980.43,1004977.0
000712.SZ,20051231,371121624.36,7022718.24
000713.SZ,20051231,729650721.28,50870735.17
000715.SZ,20051231,2315030198.09,24815887.29
000716.SZ,20051231,152556982.65,690867.79
000717.SZ,20051231,12916943179.41,1486762642.31
000718.SZ,20051231,102173899.15,4530965.25
000719.SZ,20051231,159061578.47,2244237.21
000720.SZ,20051231,1962700229.75,225836813.14
000721.SZ,20051231,456539108.8,59479243.78
000722.SZ,20051231,643720695.72,63226895.86
000723.SZ,20051231,671326342.52,3228361.7
000725.SZ,20051231,12552880102.0,3976390036.0
000726.SZ,20051231,2414675584.32,543802942.85
000727.SZ,20051231,333821636.35,12406079.9
000728.SZ,20051231,1284481520.36,20817583.46
000729.SZ,20051231,6216490511.19,1102268852.31
000731.SZ,20051231,1152618705.63,233267247.68
000732.SZ,20051231,429176678.52,6105985.88
000733.SZ,20051231,1370963794.45,129817502.54
000735.SZ,20051231,403730039.9,70374554.37
000736.SZ,20051231,999488.0,
000737.SZ,20051231,3178551726.2,152514326.25
000738.SZ,20051231,466141150.02,1687245.52
000739.SZ,20051231,1249689483.37,121651692.12
000748.SZ,20051231,645184275.77,38447754.01
000750.SZ,20051231,226299519.86,7554778.05
000751.SZ,20051231,3366542788.84,329040588.92
000752.SZ,20051231,259535730.05,31692706.72
000753.SZ,20051231,731490188.79,8639124.02
000755.SZ,20051231,1839410335.35,380125296.04
000756.SZ,20051231,1433363717.4,83451448.13
000757.SZ,20051231,613770395.19,6299486.27
000758.SZ,20051231,1562645826.41,157946486.1
000759.SZ,20051231,5107663128.64,269947565.65
000760.SZ,20051231,305455005.79,37023969.72
000761.SZ,20051231,22874456370.54,421092480.9
000762.SZ,20051231,243834705.94,71664402.78
000766.SZ,20051231,137008225.55,17547897.6
000767.SZ,20051231,2706294043.18,68150554.17
000768.SZ,20051231,1448836277.45,124660083.83
000776.SZ,20051231,78296853.29,17264455.77
000777.SZ,20051231,378308570.07,62510579.97
000778.SZ,20051231,10010490780.5,500287141.18
000779.SZ,20051231,277303517.55,605670.42
000780.SZ,20051231,2218472936.9,61161914.43
000782.SZ,20051231,2073101528.57,166205000.12
000783.SZ,20051231,13903166169.0,111323057.0
000785.SZ,20051231,2870312668.34,190012083.17
000786.SZ,20051231,2277614353.46,440403622.12
000787.SZ,20051231,323669536.49,15199189.87
000788.SZ,20051231,321811044.45,42168192.0
000789.SZ,20051231,644577175.14,111934051.99
000790.SZ,20051231,174184738.02,31579489.08
000791.SZ,20051231,147184750.61,2544543.33
000792.SZ,20051231,1429034226.81,368042768.67
000793.SZ,20051231,741868245.12,87704101.19
000795.SZ,20051231,395129495.27,43729650.28
000796.SZ,20051231,765677409.25,41703917.01
000797.SZ,20051231,1093755815.64,41887116.2
000798.SZ,20051231,231389381.46,75954357.25
000799.SZ,20051231,342726552.43,4636856.74
000800.SZ,20051231,12420274347.94,495879097.25
000801.SZ,20051231,256960039.74,12801913.96
000802.SZ,20051231,151908048.18,100404372.17
000803.SZ,20051231,94742561.69,746770.09
000805.SZ,20051231,1999926.42,
000806.SZ,20051231,1272965492.03,104628525.72
000807.SZ,20051231,4891733734.75,164720314.74
000809.SZ,20051231,176608952.18,1603948.36
000810.SZ,20051231,859109997.96,10506251.62
000811.SZ,20051231,1050525318.7,39661347.58
000812.SZ,20051231,315557839.91,27873793.28
000813.SZ,20051231,441248797.74,952239.02
000815.SZ,20051231,1081903290.39,63822237.99
000816.SZ,20051231,1893989703.15,29607882.21
000818.SZ,20051231,2891004402.05,25733625.0
000819.SZ,20051231,1472007201.37,18785714.61
000820.SZ,20051231,447258200.59,14160605.48
000821.SZ,20051231,499111539.5,49761110.19
000822.SZ,20051231,7792894907.27,662231172.25
000823.SZ,20051231,1157966418.56,134124782.33
000825.SZ,20051231,25457245528.82,1145361507.26
000826.SZ,20051231,123373358.8,194857734.63
000827.SZ,20051231,1091100.0,6640.0
000828.SZ,20051231,462620732.48,592126874.64
000829.SZ,20051231,10223159194.09,24356404.25
000830.SZ,20051231,2765309448.08,558506182.76
000831.SZ,20051231,2857553975.15,111319475.21
000832.SZ,20051231,836483679.64,49376880.27
000833.SZ,20051231,1145806620.92,47491076.69
000835.SZ,20051231,224364884.09,81316499.7
000836.SZ,20051231,334676305.39,5246369.16
000837.SZ,20051231,505052075.78,18061574.98
000838.SZ,20051231,142366074.41,1027489.68
000839.SZ,20051231,1777212929.28,412519639.12
000848.SZ,20051231,1421207897.33,11105851.94
000850.SZ,20051231,1515653980.04,87820550.89
000851.SZ,20051231,445269430.78,46438659.67
000852.SZ,20051231,921603277.79,59185561.64
000856.SZ,20051231,560277757.11,5573629.95
000858.SZ,20051231,7654896804.55,117069771.1
000859.SZ,20051231,769538257.01,346945660.67
000860.SZ,20051231,3299549313.59,393173178.06
000861.SZ,20051231,231403877.55,25847706.49
000862.SZ,20051231,253219052.64,6400561.02
000863.SZ,20051231,119525456.18,215697.33
000866.SZ,20051231,42505623929.67,1358567412.14
000868.SZ,20051231,1221194223.95,51454083.17
000869.SZ,20051231,2115723178.0,43577755.0
000875.SZ,20051231,1342188326.99,87864194.36
000876.SZ,20051231,3444614855.37,177278701.03
000877.SZ,20051231,1832020905.86,59835305.16
000878.SZ,20051231,17205707474.48,184368831.7
000880.SZ,20051231,3371883.27,
000881.SZ,20051231,2225480438.2,84073674.21
000882.SZ,20051231,1501154670.0,132971743.06
000883.SZ,20051231,1853999096.31,54464250.05
000885.SZ,20051231,127527954.9,34932248.71
000886.SZ,20051231,286659213.14,11780359.63
000887.SZ,20051231,49809638.54,325679.91
000888.SZ,20051231,285242410.82,122954098.52
000889.SZ,20051231,813243658.66,11384953.05
000890.SZ,20051231,2218765692.95,163444042.09
000892.SZ,20051231,71526922.56,616847.95
000893.SZ,20051231,754410161.26,24406798.52
000895.SZ,20051231,14559442403.24,139986420.03
000897.SZ,20051231,971252634.77,12743557.24
000898.SZ,20051231,29469838000.0,2727912000.0
000899.SZ,20051231,645153357.4,140135682.68
000900.SZ,20051231,1027915156.96,521361587.29
000901.SZ,20051231,157766922.22,7378060.98
000902.SZ,20051231,1703220800.07,2709053.01
000903.SZ,20051231,1718407451.47,48965978.28
000905.SZ,20051231,764102091.24,160704849.07
000906.SZ,20051231,2123038514.74,45686111.5
000908.SZ,20051231,212662572.73,1342243.4
000909.SZ,20051231,790409894.65,49678658.03
000910.SZ,20051231,2867850621.8,388528015.45
000911.SZ,20051231,2147631771.74,418494669.01
000912.SZ,20051231,3050474457.48,482964409.95
000913.SZ,20051231,3137730786.59,76983306.04
000915.SZ,20051231,379151797.35,52963911.23
000916.SZ,20051231,735271211.01,46388438.74
000917.SZ,20051231,1840246594.88,105153317.56
